gs_cluuid_key,devicetype,ipaddress,footstep_count
-9223372036153298131,Mobile,161063430,2102
-9223372034495897568,Mobile,85564744,2102
-9223372034448993502,Mobile,24071063,2102
-9223372034739178132,Mobile,79807378,2102
-9223372034519953018,Mobile,109648384,2102
-9223372034665503175,Mobile,4639452,2102
-9223372034449495443,Mobile,117766614,2102
-9223372036489710215,Mobile,52736095,2102
-9223372036519316926,Mobile,147081085,2102
-9223372036605175973,Mobile,21913272,2102
-9223372036133357228,Mobile,174276019,2102
-9223372035821971584,Mobile,96382284,2102
-9223372035847136204,Mobile,115665636,2102
-9223372034691830253,Mobile,21936424,2102
-9223372036753317128,Mobile,174115762,2102
-9223372036714033749,Mobile,23573738,2102
-9223372036394435241,Mobile,157587880,2102
-9223372035023589222,Mobile,92208061,2102
-9223372035133614943,Mobile,167859099,2102
-9223372034729002668,Mobile,148833121,2101
-9223372036567648500,Mobile,4384106,2101
-9223372035804110492,Mobile,45623767,2101
-9223372035451467166,Mobile,170340779,2101
-9223372035539134920,Mobile,105494858,2101
-9223372034456413547,Mobile,152231966,2101
-9223372035109807903,Mobile,169553013,2101
-9223372035048728572,Mobile,24813373,2101
-9223372036658045412,Mobile,2914009,2101
-9223372036604021526,Mobile,172892133,2101
-9223372035538640215,Mobile,94199325,2101
-9223372035839339480,Mobile,143825525,2101
-9223372035616063351,Mobile,30595085,2101
-9223372034415234394,Mobile,44370574,2101
-9223372036752734959,Mobile,144372021,2101
-9223372034495552482,Mobile,173220816,2101
-9223372035248114552,Mobile,66354846,2101
-9223372036286278664,Mobile,164046971,2101
-9223372036175155352,Mobile,49030190,2101
-9223372036430031582,Tablet,118797811,2101
-9223372036446951038,Mobile,71291810,2101
-9223372036161781886,Mobile,46160890,2101
-9223372034523054510,Mobile,171709308,2101
-9223372036753257969,Mobile,146936238,2101
-9223372036668210639,Mobile,150621308,2101
-9223372035482871885,Mobile,92037349,2101
-9223372034657782939,Mobile,167677347,2101
-9223372034489857967,Mobile,136816220,2101
-9223372034731424178,Mobile,168441943,2100
-9223372034392964621,Mobile,174913885,2100
-9223372036376187225,Mobile,106278448,2100
-9223372036637477621,Mobile,96253145,2100
-9223372036697768158,Mobile,134515046,2100
-9223372036740216230,Mobile,57092366,2100
-9223372036640800642,Mobile,112849646,2100
-9223372036567555252,Mobile,58345733,2100
-9223372036399513531,Mobile,87060182,2100
-9223372036408004519,Tablet,128053528,2100
-9223372035340623281,Mobile,66379720,2100
-9223372036750364955,Mobile,6433628,2100
-9223372035009029275,Mobile,61330467,2100
-9223372036606496688,Mobile,136993489,2100
-9223372036572859818,Mobile,65787870,2100
-9223372036179037318,Mobile,21584344,2100
-9223372035806451010,Mobile,15668741,2100
-9223372036671890668,Tablet,71427175,2100
-9223372036289226914,Mobile,20209301,2100
-9223372035092003923,Mobile,96616511,2100
-9223372035028994669,Mobile,158157422,2100
-9223372034825286506,Mobile,114095573,2099
-9223372035192452034,Mobile,106811845,2099
-9223372036518895302,Mobile,105878958,2099
-9223372035415179275,Mobile,159703366,2099
-9223372034490485182,Mobile,168956556,2099
-9223372036748231743,Mobile,7706400,2099
-9223372036753345585,Mobile,113751454,2099
-9223372036753241469,Mobile,163366654,2099
-9223372036162610791,Mobile,35896984,2099
-9223372035342458229,Mobile,151754625,2099
-9223372034551843146,Mobile,7226457,2099
-9223372036184511492,Mobile,107906235,2099
-9223372035127467164,Mobile,166521115,2099
-9223372036499746986,Tablet,95922905,2099
-9223372034495757744,Mobile,171369865,2099
-9223372036753201621,Mobile,137965616,2099
-9223372036344104106,Mobile,102158025,2099
-9223372034575226154,Mobile,130624921,2099
-9223372034608551205,Mobile,168137644,2099
-9223372034464968932,Mobile,34541874,2099
-9223372034451491871,Mobile,148532905,2099
-9223372036157414561,Mobile,97575840,2099
-9223372036665422364,Mobile,167810343,2099
-9223372034639867557,Tablet,126364642,2099
-9223372036133624236,Mobile,45896971,2099
-9223372036608913540,Mobile,57251709,2099
-9223372036277647098,Mobile,15619021,2099
-9223372036214664331,Mobile,121290444,2098
-9223372036618099970,Mobile,120188328,2098
-9223372036663563908,Mobile,135156403,2098
-9223372035814265045,Mobile,123608762,2098
-9223372034792574250,Mobile,166460311,2098
-9223372036418139568,Tablet,145706480,2098
-9223372035515713676,Mobile,171401331,2098
-9223372034747532986,Mobile,167407786,2098
-9223372036435744201,Mobile,66878937,2098
-9223372035521341407,Mobile,132176478,2098
-9223372034523018521,Mobile,61437723,2098
-9223372036432084546,Mobile,61543778,2098
-9223372035131786190,Mobile,70963720,2098
-9223372034532509383,Mobile,26735457,2098
-9223372036701916506,Mobile,28913035,2098
-9223372036667091025,Mobile,128828532,2098
-9223372034798895591,Mobile,93861633,2098
-9223372036697174458,Mobile,70679164,2098
-9223372034528101745,Mobile,36593700,2098
-9223372034496744515,Mobile,165939824,2098
-9223372034527755853,Mobile,174907420,2098
-9223372034446524924,Mobile,72437496,2098
-9223372035406776459,Mobile,170356079,2098
-9223372035111960073,Mobile,8465832,2098
-9223372035361414458,Tablet,73278239,2097
-9223372036673568531,Mobile,126533015,2097
-9223372036753307486,Mobile,127482425,2097
-9223372036753053124,Mobile,174628549,2097
-9223372036376908341,Mobile,169921989,2097
-9223372036350325071,Mobile,167753498,2097
-9223372034441734443,Tablet,73643729,2097
-9223372034427756618,Mobile,16521075,2097
-9223372034385059031,Mobile,160648283,2097
-9223372036601590872,Mobile,169936918,2097
-9223372036602642772,Mobile,171534387,2097
-9223372036748329040,Mobile,28948546,2097
-9223372034657351589,Mobile,119963534,2097
-9223372035282801990,Mobile,137144889,2097
-9223372035342235474,Mobile,98227167,2097
-9223372035351739814,Mobile,97190362,2097
-9223372034454789841,Mobile,130937158,2097
-9223372034476554548,Mobile,88091805,2097
-9223372034565929564,Mobile,27843333,2097
-9223372035083748303,Mobile,159570039,2097
-9223372036364334441,Mobile,156346129,2097
-9223372036753066584,Mobile,152539983,2097
-9223372035595348699,Mobile,133931308,2097
-9223372035846595134,Mobile,77597846,2097
-9223372034476499794,Mobile,167670209,2097
-9223372036149549065,Mobile,4339638,2097
-9223372035808501307,Mobile,99136546,2097
-9223372036481277886,Mobile,32236851,2097
-9223372036504938687,Mobile,114627818,2097
-9223372034586596662,Mobile,146605453,2097
-9223372036389253634,Mobile,64987232,2097
-9223372034545919842,Mobile,66418577,2097
-9223372034569144121,Mobile,157314868,2097
-9223372035613304035,Mobile,88876444,2097
-9223372035613802051,Mobile,93179586,2097
-9223372036712804208,Mobile,168813958,2097
-9223372036361684105,Mobile,66314908,2096
-9223372036405445823,Mobile,135949957,2096
-9223372036315049112,Mobile,94142742,2096
-9223372036570499091,Mobile,137743184,2096
-9223372036130245843,Mobile,170178084,2096
-9223372035242330208,Mobile,14175186,2096
-9223372036752426136,Mobile,19813846,2096
-9223372035469741462,Mobile,122306940,2096
-9223372034641161792,Mobile,33963946,2096
-9223372034896443649,Mobile,104100800,2096
-9223372034457486583,Mobile,15444216,2096
-9223372036753160896,Mobile,165669006,2096
-9223372036308770784,Mobile,103219847,2096
-9223372034859891598,Mobile,17112060,2096
-9223372034475060415,Mobile,19771840,2096
-9223372035357038856,Mobile,25930021,2096
-9223372034878010861,Mobile,104299878,2096
-9223372034786267531,Mobile,123230679,2096
-9223372036713856194,Mobile,106183968,2096
-9223372036455298765,Mobile,109043027,2096
-9223372035276368390,Tablet,123414617,2096
-9223372034419602790,Mobile,101117595,2096
-9223372036750616925,Mobile,170420841,2096
-9223372035178305504,Mobile,88146319,2096
-9223372036750512529,Mobile,53718653,2095
-9223372035561579070,Mobile,143733981,2095
-9223372034448331151,Mobile,134505378,2095
-9223372034477735995,Mobile,146428356,2095
-9223372035822371777,Mobile,61272919,2095
-9223372035593001717,Mobile,43628220,2095
-9223372035418604099,Mobile,17510494,2095
-9223372035540468814,Mobile,138018151,2095
-9223372036319870020,Mobile,167174304,2095
-9223372036318458945,Mobile,167031784,2095
-9223372035416235604,Mobile,101406435,2095
-9223372035258276576,Mobile,62124941,2095
-9223372034434777895,Mobile,163268739,2095
-9223372036195456687,Mobile,28274987,2095
-9223372035275808036,Mobile,91478082,2095
-9223372035469443979,Mobile,135393193,2095
-9223372036668825577,Tablet,67190851,2095
-9223372034446912130,Mobile,98141369,2095
-9223372034541552697,Mobile,87805895,2095
-9223372036733111761,Mobile,87780005,2095
-9223372036194124013,Mobile,159703375,2095
-9223372034441485777,Mobile,32658320,2095
-9223372034393520500,Mobile,148802651,2095
-9223372036615264673,Mobile,24770328,2095
-9223372036161442088,Mobile,138629968,2095
-9223372035503850552,Mobile,30823237,2095
-9223372035537759802,Mobile,169561337,2095
-9223372035422150917,Mobile,152949203,2095
-9223372035223295384,Mobile,145420625,2095
-9223372034469429398,Mobile,56718748,2094
-9223372036307483552,Mobile,133998107,2094
-9223372035827858916,Mobile,63177364,2094
-9223372035417499500,Mobile,174029468,2094
-9223372034718875960,Mobile,33428268,2094
-9223372034744019056,Mobile,169275983,2094
-9223372034636698510,Mobile,51482744,2094
-9223372035839854709,Mobile,159634594,2094
-9223372035830853548,Mobile,29035764,2094
-9223372036340998871,Mobile,7154860,2094
-9223372036636051677,Mobile,36701137,2094
-9223372034358296992,Mobile,96706227,2094
-9223372035848715770,Mobile,174075266,2094
-9223372036266188679,Mobile,168298557,2094
-9223372035094752586,Mobile,130262982,2094
-9223372035488956076,Mobile,175383553,2094
-9223372035828788698,Mobile,71979977,2094
-9223372036753213807,Mobile,171696948,2094
-9223372036479169787,Mobile,156059665,2094
-9223372035275468044,Mobile,79065964,2093
-9223372034640967347,Mobile,62005701,2093
-9223372036457445471,Mobile,115195729,2093
-9223372036577537617,Mobile,160007303,2093
-9223372036690462245,Mobile,163767147,2093
-9223372036167174179,Mobile,169657556,2093
-9223372034494345643,Mobile,23338776,2093
-9223372034422219823,Mobile,91056595,2093
-9223372034600047446,Mobile,131774221,2093
-9223372035256174791,Mobile,67807532,2093
-9223372036753033906,Mobile,93605832,2093
-9223372036705757897,Mobile,11189029,2093
-9223372036483939465,Mobile,28337292,2093
-9223372036291573939,Mobile,163070210,2093
-9223372035559488143,Mobile,152944165,2093
-9223372034398129739,Mobile,56153028,2093
-9223372035477536162,Mobile,145061894,2093
-9223372035518064018,Mobile,166378310,2093
-9223372036318600033,Mobile,139808688,2093
-9223372034440822326,Mobile,18378274,2093
-9223372036701431911,Mobile,24313171,2092
-9223372035445090049,Mobile,19551455,2092
-9223372035228515864,Mobile,143214014,2092
-9223372036455202818,Mobile,1088108,2092
-9223372036648268685,Mobile,65592080,2092
-9223372036614299849,Mobile,60212026,2092
-9223372034589221821,Mobile,32251345,2092
-9223372034794558283,Mobile,164685653,2092
-9223372036192471044,Mobile,147921395,2092
-9223372035014200510,Mobile,101191968,2092
-9223372034736213158,Mobile,111317208,2092
-9223372034668163805,Mobile,88502271,2092
-9223372036198577497,Tablet,173302853,2092
-9223372036559404724,Mobile,12640676,2092
-9223372035557827622,Mobile,115192815,2092
-9223372036107398941,Mobile,165066895,2092
-9223372035220189763,Mobile,134856902,2092
-9223372036710439819,Mobile,132789353,2092
-9223372036468828125,Mobile,114455885,2092
-9223372035422546573,Mobile,8669272,2092
-9223372035435975266,Mobile,162573057,2092
-9223372034637504234,Mobile,90610909,2092
-9223372035184531878,Mobile,138168720,2092
-9223372035292782784,Mobile,14279477,2092
-9223372035044802936,Tablet,8265438,2092
-9223372034504988234,Mobile,65091994,2092
-9223372034584087861,Mobile,8933716,2092
-9223372036634396334,Tablet,172149596,2092
-9223372036507769180,Mobile,50646881,2091
-9223372034536190660,Mobile,146895623,2091
-9223372034824139839,Mobile,13263474,2091
-9223372034495704007,Mobile,115851121,2091
-9223372035190251965,Mobile,147432131,2091
-9223372036327696744,Mobile,172863905,2091
-9223372036291668145,Mobile,165684661,2091
-9223372035216510148,Mobile,144026168,2091
-9223372034404112999,Mobile,26152368,2091
-9223372036427958731,Mobile,12702745,2091
-9223372034529901961,Mobile,137407967,2091
-9223372034544550604,Mobile,175547570,2091
-9223372035050876421,Mobile,127371762,2091
-9223372035249466647,Mobile,170856977,2091
-9223372036615393009,Mobile,175382966,2091
-9223372035831431623,Mobile,169913393,2091
-9223372034429125465,Mobile,156759916,2091
-9223372034506508632,Mobile,104084919,2091
-9223372034984586636,Mobile,160688678,2091
-9223372036137350824,Mobile,155741433,2091
-9223372036400700905,Mobile,156258405,2091
-9223372036392718698,Mobile,11206004,2091
-9223372036446526628,Mobile,139469761,2091
-9223372034398521640,Mobile,122171605,2091
-9223372036279647963,Mobile,99728970,2090
-9223372036173299413,Mobile,133108929,2090
-9223372034883853736,Mobile,161808394,2090
-9223372034623101361,Mobile,121089042,2090
-9223372034739484764,Mobile,131145874,2090
-9223372036462559493,Mobile,114567533,2090
-9223372036125666265,Mobile,22388467,2090
-9223372036145494519,Mobile,163537174,2090
-9223372034430684576,Mobile,9374180,2090
-9223372034399221545,Mobile,151162983,2090
-9223372035092033217,Mobile,171826917,2090
-9223372034704041358,Mobile,48377861,2090
-9223372036306274708,Mobile,23014609,2090
-9223372036420017500,Mobile,106145107,2090
-9223372036752274117,Mobile,174799579,2090
-9223372036647102670,Mobile,49118617,2090
-9223372035405960180,Mobile,45625647,2090
-9223372034867755039,Mobile,102052508,2090
-9223372034555552632,Mobile,32597222,2090
-9223372035101100531,Mobile,167780458,2090
-9223372035841087361,Mobile,136711840,2090
-9223372034495897626,Mobile,111866581,2090
-9223372034437124134,Mobile,49187781,2090
-9223372034395613312,Mobile,9778763,2090
-9223372035537816362,Tablet,170143866,2089
-9223372035316433765,Mobile,175656558,2089
-9223372034551479365,Mobile,153141003,2089
-9223372034712081187,Mobile,170823404,2089
-9223372035410889228,Mobile,169219766,2089
-9223372035827072031,Mobile,92283678,2089
-9223372036261466255,Mobile,84933841,2089
-9223372036623903450,Mobile,143148876,2089
-9223372036352073607,Mobile,114207925,2089
-9223372035084033588,Desktop,65356195,2089
-9223372034428374933,Mobile,52509030,2089
-9223372036200130362,Mobile,10930941,2089
-9223372034421861067,Mobile,75790261,2089
-9223372036733048394,Mobile,174563042,2088
-9223372036737033405,Mobile,123989975,2088
-9223372035840877257,Mobile,45871806,2088
-9223372034704147956,Mobile,40762047,2088
-9223372034576463468,Mobile,171987429,2088
-9223372036418397920,Mobile,41824602,2088
-9223372036191183510,Mobile,168137651,2088
-9223372036499996662,Mobile,148352027,2088
-9223372035401949951,Mobile,174145820,2088
-9223372035407040492,Mobile,160346410,2088
-9223372034875445948,Mobile,51843727,2088
-9223372036753242031,Mobile,169047253,2088
-9223372035423724623,Mobile,169231676,2088
-9223372036183993865,Mobile,133269063,2088
-9223372036749431604,Mobile,16768048,2088
-9223372034746600718,Mobile,107503507,2088
-9223372034513094956,Mobile,65316405,2088
-9223372035424694616,Mobile,152762339,2088
-9223372036574954322,Mobile,13543097,2088
-9223372036559190870,Mobile,134686505,2088
-9223372035109753627,Tablet,142905016,2088
-9223372034836264131,Mobile,77283628,2088
-9223372036750552744,Mobile,158908744,2087
-9223372036703303147,Mobile,136225509,2087
-9223372034460367532,Mobile,118288713,2087
-9223372034574624610,Mobile,169501002,2087
-9223372035436955467,Mobile,160665755,2087
-9223372034513163273,Mobile,116105311,2087
-9223372034464410958,Mobile,73059687,2087
-9223372034418790612,Desktop,158722464,2087
-9223372036354169267,Mobile,83571577,2087
-9223372036400060845,Mobile,108678919,2087
-9223372036165813738,Mobile,172567411,2087
-9223372034700541598,Mobile,153534512,2087
-9223372034433727858,Mobile,171484287,2087
-9223372035578662642,Mobile,35911955,2087
-9223372034483103510,Mobile,2565159,2087
-9223372036129898981,Mobile,127949476,2086
-9223372036592386190,Mobile,171037666,2086
-9223372036550980991,Mobile,80687864,2086
-9223372034668179079,Tablet,174099017,2086
-9223372035157459547,Mobile,157988521,2086
-9223372035127758673,Mobile,96420862,2086
-9223372036752798977,Mobile,110738546,2086
-9223372034400780576,Mobile,96754314,2086
-9223372034523365736,Mobile,94601970,2086
-9223372034856610862,Mobile,118149713,2086
-9223372034869368773,Mobile,54535733,2086
-9223372035013711261,Mobile,134930377,2086
-9223372036195924256,Mobile,137060938,2086
-9223372036430965580,Mobile,126454475,2086
-9223372036694569569,Mobile,128212906,2086
-9223372036546318389,Mobile,174620331,2086
-9223372034919897628,Mobile,175267921,2086
-9223372034643700810,Mobile,92497237,2086
-9223372034583784542,Mobile,168678901,2086
-9223372035450377990,Desktop,105018765,2086
-9223372034528698470,Tablet,128478011,2086
-9223372034394271857,Mobile,72264004,2086
-9223372034505302282,Mobile,22265658,2086
-9223372036749151405,Mobile,157586642,2086
-9223372034576200696,Mobile,32815774,2086
-9223372035268155961,Mobile,98461771,2086
-9223372034504257151,Mobile,174177075,2086
-9223372036276450811,Mobile,88514456,2086
-9223372035565110515,Mobile,151468553,2086
-9223372035824610506,Mobile,140731882,2086
-9223372036124785389,Mobile,24573258,2086
-9223372034597724962,Mobile,30454652,2086
-9223372034443866846,Mobile,82272296,2086
-9223372034702455966,Mobile,2444439,2086
-9223372034760637510,Mobile,168036035,2086
-9223372036746753903,Mobile,32125739,2086
-9223372036193804739,Mobile,170958953,2086
-9223372035820500499,Mobile,170772893,2086
-9223372035806187354,Mobile,174612422,2085
-9223372036144768833,Mobile,105669608,2085
-9223372036333961245,Mobile,95469101,2085
-9223372036604902898,Mobile,20904103,2085
-9223372035123880175,Mobile,169588095,2085
-9223372035482977229,Mobile,94867919,2085
-9223372036253945883,Mobile,160538759,2085
-9223372036408288379,Mobile,156496528,2085
-9223372034629057020,Mobile,171815230,2085
-9223372034680698268,Mobile,171777640,2085
-9223372036540527701,Mobile,170133088,2085
-9223372036150256171,Mobile,160973592,2085
-9223372034516769898,Mobile,16823489,2085
-9223372034400350971,Mobile,21153375,2085
-9223372036580162284,Mobile,57033638,2085
-9223372036588984170,Mobile,115414563,2085
-9223372035245876566,Mobile,158793194,2085
-9223372036604569515,Mobile,166760265,2085
-9223372036753026261,Mobile,174689833,2085
-9223372035404874700,Mobile,167379694,2085
-9223372035215688801,Mobile,172009094,2085
-9223372036209807269,Mobile,106707421,2085
-9223372034621185113,Mobile,167893613,2085
-9223372034585097927,Mobile,435753,2085
-9223372034640548538,Mobile,87206021,2085
-9223372036684172885,Mobile,160767574,2085
-9223372036753075750,Mobile,169013349,2085
-9223372036440392528,Mobile,169242208,2085
-9223372035580087213,Mobile,91651206,2085
-9223372035830479534,Mobile,170592796,2085
-9223372035404326817,Mobile,13149941,2085
-9223372035483139355,Mobile,125858750,2085
-9223372035745082778,Mobile,170685607,2084
-9223372036435633481,Mobile,143260414,2084
-9223372034474156790,Mobile,62167569,2084
-9223372034629173097,Mobile,22635883,2084
-9223372036631029578,Mobile,44021906,2084
-9223372034836939001,Mobile,53407152,2084
-9223372035501663374,Mobile,60650826,2084
-9223372036300297171,Mobile,169164527,2084
-9223372034430122215,Mobile,153926450,2084
-9223372035187974917,Mobile,162550015,2084
-9223372036713949090,Mobile,23600837,2084
-9223372036739133057,Mobile,131007070,2084
-9223372036195364537,Mobile,11704762,2084
-9223372035432843028,Mobile,163872561,2084
-9223372036749104075,Mobile,100841566,2084
-9223372034665559467,Mobile,113476100,2084
-9223372035357952934,Mobile,126896560,2084
-9223372036682271958,Mobile,58221455,2084
-9223372036181778037,Mobile,154785157,2084
-9223372035851605138,Mobile,97174804,2084
-9223372035462721542,Mobile,149988323,2084
-9223372034684992906,Mobile,141872790,2084
-9223372034575995348,Mobile,171636072,2084
-9223372035302142153,Mobile,29132683,2083
-9223372036311896689,Mobile,159043665,2083
-9223372036722227751,Mobile,108778928,2083
-9223372036753116954,Mobile,167016520,2083
-9223372036602721466,Mobile,172003389,2083
-9223372034861340628,Mobile,59017515,2083
-9223372034961815503,Mobile,164714867,2083
-9223372036753218363,Mobile,30063616,2083
-9223372036168805006,Mobile,31942024,2083
-9223372036321367521,Mobile,38841680,2083
-9223372034389978298,Mobile,13537212,2083
-9223372035839109230,Mobile,15789730,2083
-9223372034863359311,Mobile,170584942,2083
-9223372035482965755,Mobile,1992890,2083
-9223372034795642914,Mobile,88418233,2083
-9223372036577070968,Mobile,95697953,2083
-9223372036752314104,Mobile,166451236,2083
-9223372035814270762,Mobile,29489225,2083
-9223372034395391378,Mobile,174354536,2083
-9223372036138424614,Mobile,174119782,2083
-9223372036119407800,Mobile,163262921,2083
-9223372035852205295,Mobile,31696992,2083
-9223372035546438641,Mobile,89139588,2083
-9223372034658806158,Mobile,117516195,2083
-9223372035804953682,Mobile,93175415,2082
-9223372036753353081,Mobile,128958896,2082
-9223372036545638584,Tablet,105034511,2082
-9223372036118499910,Tablet,169692944,2082
-9223372035483310921,Mobile,54915295,2082
-9223372035455934863,Mobile,139851296,2082
-9223372036752985330,Mobile,110970673,2082
-9223372036405216588,Mobile,31761553,2082
-9223372034874262431,Desktop,8723327,2082
-9223372035450590351,Mobile,167907122,2082
-9223372036098715291,Mobile,40447003,2082
-9223372035821903804,Mobile,82876792,2082
-9223372035537653105,Mobile,175457669,2082
-9223372036117998008,Mobile,147410003,2082
-9223372036301574558,Mobile,175112025,2082
-9223372036665311926,Mobile,50990265,2082
-9223372034492175860,Mobile,134999499,2082
-9223372035617396066,Mobile,123411880,2082
-9223372036138117104,Mobile,164049679,2082
-9223372036546734612,Mobile,105212694,2082
-9223372036652435373,Mobile,174837343,2082
-9223372036752926503,Mobile,136708487,2082
-9223372036598496213,Mobile,171646839,2082
-9223372035616366327,Mobile,116819725,2082
-9223372035318336734,Mobile,28730232,2082
-9223372035283830737,Mobile,163955480,2082
-9223372035482989365,Mobile,4154692,2082
-9223372036108976081,Mobile,138551796,2082
-9223372036310448942,Mobile,125093064,2081
-9223372035278329935,Mobile,36304173,2081
-9223372034495542524,Tablet,110856484,2081
-9223372035115853714,Mobile,5717693,2081
-9223372036751098566,Mobile,116561132,2081
-9223372036713687397,Mobile,12500783,2081
-9223372036430750498,Mobile,103292583,2081
-9223372034428326155,Mobile,100658161,2081
-9223372036537580352,Mobile,6122332,2081
-9223372034655484894,Mobile,53937229,2081
-9223372034692813569,Mobile,143954145,2081
-9223372035766890275,Mobile,1499624,2081
-9223372035430846995,Mobile,166265489,2081
-9223372036674803669,Mobile,101124825,2081
-9223372036507481703,Mobile,31201604,2081
-9223372036272968271,Mobile,98956539,2081
-9223372036558435236,Tablet,121624365,2081
-9223372035528132558,Mobile,21369277,2081
-9223372034421911219,Mobile,41635699,2081
-9223372036431986688,Mobile,117331655,2081
-9223372036338317938,Mobile,125226094,2081
-9223372035814873868,Mobile,49583907,2081
-9223372036151451821,Mobile,166978128,2081
-9223372034615344146,Mobile,166845050,2081
-9223372035116452105,Mobile,171783101,2081
-9223372034396334233,Mobile,107088422,2081
-9223372034495880855,Mobile,11862373,2080
-9223372035539242608,Mobile,173692476,2080
-9223372036177040311,Mobile,87127503,2080
-9223372034428857848,Mobile,148053839,2080
-9223372034475511348,Mobile,99676729,2080
-9223372036753093167,Mobile,46556206,2080
-9223372036692417814,Mobile,74262409,2080
-9223372036191281799,Mobile,132409235,2080
-9223372035353342476,Mobile,168414657,2080
-9223372036113907877,Mobile,142249462,2080
-9223372035301368108,Mobile,100698088,2080
-9223372036677931078,Mobile,93474336,2080
-9223372035226470518,Desktop,87836240,2080
-9223372036390562522,Mobile,129162820,2080
-9223372036655312768,Mobile,36584686,2080
-9223372035277507148,Mobile,169303277,2080
-9223372034885138513,Mobile,124390872,2080
-9223372034536253536,Mobile,95624230,2080
-9223372034867564129,Mobile,170443621,2080
-9223372034929413825,Mobile,170131761,2080
-9223372036393398198,Mobile,29255728,2080
-9223372036721108025,Mobile,165037739,2080
-9223372036717081596,Mobile,96439310,2080
-9223372036128374888,Mobile,146051391,2080
-9223372034940798116,Mobile,19908004,2079
-9223372035095347268,Mobile,59268952,2079
-9223372034573807948,Mobile,4497848,2079
-9223372034587095402,Mobile,43588773,2079
-9223372034706654460,Mobile,2549316,2079
-9223372036583258076,Mobile,47775532,2079
-9223372036376214561,Mobile,167254175,2079
-9223372035453077317,Mobile,118274602,2079
-9223372035453608688,Mobile,14873782,2079
-9223372034433086186,Mobile,169442320,2079
-9223372034398127614,Mobile,175109524,2079
-9223372034966824139,Mobile,58431316,2079
-9223372034556521953,Mobile,76448085,2079
-9223372036245621380,Mobile,129605142,2079
-9223372034523659386,Mobile,95389372,2079
-9223372036407852103,Mobile,55152365,2079
-9223372034658867138,Mobile,111673810,2079
-9223372034559883981,Mobile,61545783,2079
-9223372036713172783,Mobile,140799802,2079
-9223372036392469099,Mobile,99844963,2079
-9223372036566422860,Mobile,70334841,2079
-9223372036123113135,Mobile,175150491,2079
-9223372036108451852,Mobile,69971163,2079
-9223372035216073892,Mobile,137320315,2079
-9223372036424528049,Mobile,128987103,2078
-9223372036459220319,Mobile,22951702,2078
-9223372036499200720,Mobile,140294025,2078
-9223372036145301848,Mobile,155926727,2078
-9223372034906320854,Mobile,173990944,2078
-9223372034418019488,Mobile,142537099,2078
-9223372036473119302,Mobile,129700088,2078
-9223372036421533049,Mobile,4384077,2078
-9223372036207884323,Mobile,75290624,2078
-9223372036694566076,Mobile,24150516,2078
-9223372036504386452,Mobile,70075895,2078
-9223372035044484506,Mobile,159130415,2078
-9223372034450174668,Mobile,33035205,2078
-9223372036664825321,Mobile,140139516,2078
-9223372035418217289,Mobile,19215667,2078
-9223372034527792650,Mobile,170236907,2078
-9223372036303241304,Mobile,169714813,2078
-9223372034624737094,Mobile,175489974,2078
-9223372034682713528,Mobile,149955461,2078
-9223372036137893253,Mobile,321101,2078
-9223372036401074611,Mobile,4673004,2078
-9223372036150959797,Mobile,113028144,2078
-9223372035453154567,Mobile,146280432,2078
-9223372036584983748,Mobile,32583897,2078
-9223372036496571801,Desktop,46221099,2078
-9223372036749998361,Mobile,85683527,2077
-9223372036394065365,Mobile,152207870,2077
-9223372036690676632,Mobile,168804772,2077
-9223372035510302597,Mobile,89655258,2077
-9223372034463433251,Mobile,175285569,2077
-9223372035405421433,Mobile,160028102,2077
-9223372034470286417,Mobile,173708918,2077
-9223372036122038196,Mobile,148237542,2077
-9223372036753362800,Mobile,9223529,2077
-9223372036751374660,Mobile,172881424,2077
-9223372036372553279,Mobile,106476126,2077
-9223372036224491485,Mobile,131458509,2077
-9223372034729178093,Mobile,9038019,2077
-9223372036689535913,Mobile,157234941,2077
-9223372036736089602,Mobile,122740491,2077
-9223372036112608485,Mobile,32554109,2077
-9223372034558491319,Mobile,107310078,2077
-9223372035514246400,Mobile,173766202,2077
-9223372036577778038,Mobile,36706771,2077
-9223372036713781057,Mobile,166680068,2077
-9223372036585065425,Tablet,172030569,2077
-9223372036753241383,Mobile,95948708,2077
-9223372036702073551,Mobile,166561623,2077
-9223372036143113894,Mobile,163802181,2076
-9223372035255876207,Mobile,110755935,2076
-9223372035358793253,Mobile,142411475,2076
-9223372036171174180,Mobile,71792926,2076
-9223372035406467036,Mobile,50187779,2076
-9223372035801643837,Mobile,130985843,2076
-9223372035320707320,Mobile,139560101,2076
-9223372034788461087,Desktop,10633214,2076
-9223372035291063912,Mobile,61392367,2076
-9223372035095307977,Mobile,171568192,2076
-9223372036299515920,Mobile,86587525,2076
-9223372036677046450,Mobile,138140235,2076
-9223372036665932339,Mobile,1226848,2076
-9223372036154179451,Mobile,131698138,2076
-9223372034527807434,Mobile,87264900,2076
-9223372035440189961,Mobile,110732369,2076
-9223372035507737317,Mobile,95403165,2076
-9223372036327639097,Mobile,8543626,2076
-9223372036544465543,Mobile,115010594,2076
-9223372034891485020,Mobile,58891412,2076
-9223372034852976731,Mobile,99249975,2076
-9223372035507068567,Mobile,6721229,2076
-9223372035501312982,Mobile,4626318,2076
-9223372035427679573,Mobile,163270187,2076
-9223372036685232835,Mobile,169854724,2076
